名称,获利比例（%）,平均成本（元）,90%集中度（%）,90%成本最低价格（元）,90%成本最高价格（元）,70%集中度（%）,70%成本最低价格（元）,70%成本最高价格（元）
三安光电,34.06,26.79,12.71,22.46,29,7.35,24.43,28.31
大唐电信,2.36,13.28,20.05,11.77,17.68,14.74,12.49,16.81
宜昌交运,23.07,7.07,18.98,5.37,7.89,13.51,5.73,7.52
奇精机械,61.18,12,12.33,10.18,13.04,9.95,10.48,12.79
贝仕达克,19.78,46.24,6.58,42.44,48.42,4.38,43.52,47.51
凯迪股份,17.25,130.15,5.75,123.13,138.16,4.34,125.14,136.49
锦龙股份,9.7,15.76,21.12,12.63,19.39,11.41,14.56,18.31
康德莱,13.16,18.16,19.68,14.66,21.84,9.12,16.55,19.87
利民股份,17.06,16.46,13.88,13.07,17.29,7.2,14.74,17.03
百傲化学,2.27,20.54,13.73,17.29,22.79,9.55,18.13,21.96
青松股份,21.66,22.54,16.99,17.28,24.36,11.11,19,23.75
瑞丰高材,20.99,13.24,32.49,7.77,15.25,12.02,11.24,14.31
电连技术,52.65,34.27,9.05,31.07,37.25,6.14,32.23,36.45
北摩高科,11.77,194.66,20.05,149.39,224.33,15.65,155.63,213.4
新诺威,11.41,24.4,7.45,22.34,25.93,5.39,22.88,25.48
长春一东,14.27,15.79,12.32,13.39,17.16,6.09,14.51,16.4
赛意信息,19.76,22.46,10.27,19.99,24.56,5.74,20.88,23.42
沙钢股份,55.1,12.33,12.57,10.87,13.99,5.89,11.66,13.12
士兰微,30.66,17.72,14.76,14.79,19.92,7.5,16.55,19.23
完美世界,27.47,36.23,15.85,29.72,40.92,11.12,31.11,38.89
晶瑞股份,2.25,38.43,16.13,35.62,49.32,8.02,36.94,43.38
安利股份,79.65,11.05,23.3,7.89,12.68,9.49,9.98,12.07
中旗股份,25.99,47.17,26.86,30.05,52.12,15.39,36.86,50.27
江丰电子,4.93,62.32,13.29,55.03,71.91,5.23,59.06,65.58
建龙微纳,29.33,75.08,11.08,66.46,83.03,6.92,69.12,79.39
远东传动,16.83,7.25,14.98,5.98,8.09,8.27,6.67,7.88
天准科技,37.53,30.73,11.5,27.97,35.24,4.66,29.3,32.17
*ST劝业,68.11,4.22,14.91,3.71,5.02,10.55,3.93,4.86
华森制药,2.93,18.4,7.42,17.42,20.21,4.48,17.84,19.52
宝胜股份,78.04,4.5,9.32,3.99,4.81,7.12,4.11,4.74
中科信息,96.9,25.92,16.68,21.67,30.34,11.29,23.03,28.9
申昊科技,5.38,68.57,10.65,59.64,73.85,6.31,63.29,71.82
弘讯科技,24,7.16,13.86,6.05,8,7.02,6.51,7.5
日丰股份,2.79,25.39,11.01,22.93,28.61,5.48,24.45,27.28
京泉华,10.3,17.24,9.08,15.42,18.5,4.41,16.5,18.02
江山欧派,58.04,116.45,37.45,66.46,146.03,17.33,97.44,138.28
长园集团,27.47,6.68,20.16,4.93,7.41,14.15,5.46,7.26
杰赛科技,24.81,15.51,14.8,13.13,17.69,8.81,14.16,16.89
新 和 成,76.6,29.98,14.11,25.62,34.03,9.31,26.94,32.48
康缘药业,1.6,14.21,9.22,12.87,15.48,6.91,13.11,15.06
新洋丰,57.69,11.38,22.98,7.91,12.63,17.53,8.63,12.3
华西能源,48.99,2.64,18.08,2.13,3.07,13.23,2.23,2.91
广东甘化,23.63,10.99,8.35,9.93,11.74,5.03,10.42,11.52
许继电气,15.57,15.53,12.42,13.18,16.92,7.45,14.18,16.46
长白山,80.65,8.5,9.7,7.67,9.32,7.17,7.87,9.08
顺钠股份,75.3,3.08,9.24,2.75,3.31,5.42,2.88,3.21
上海沪工,24.27,20.88,18.87,16.06,23.53,13.68,17.35,22.85
五方光电,2.12,24.52,8.23,23.11,27.25,4.86,23.76,26.19
金陵饭店,53.82,8.43,7.83,7.7,9.01,4.82,8,8.81
建霖家居,7.4,22.27,14.23,19.01,25.32,9.55,19.67,23.83
法拉电子,73.21,61.55,21.04,47,72.04,13.54,51.92,68.19
朗迪集团,14.04,15.16,18.95,12.62,18.52,12.37,13.33,17.1
兴森科技,2.34,12.85,16.2,11.42,15.84,7.53,12.14,14.12
可立克,22.91,13.87,15.27,10.9,14.83,7.6,12.45,14.5
紫光股份,16.71,30.98,15.22,26.15,35.54,8.9,27.52,32.9
招商港口,30.98,16.39,17.38,13.48,19.14,13.85,13.86,18.32
濮阳惠成,18.46,23.12,20.34,17.25,26.06,11.33,20.02,25.14
国电电力,96.96,2,9.18,1.78,2.14,6.6,1.84,2.1
迪贝电气,43.32,13.54,9.66,11.91,14.46,6.93,12.32,14.15
航发控制,26.5,21.34,27.29,13.6,23.8,11.09,18.35,22.92
创维数字,2.03,11.86,10.93,10.57,13.16,7.83,11.04,12.91
大族激光,19.38,37.84,15.43,30.72,41.93,9.12,33.76,40.53
浪潮软件,4.84,20.23,10.78,18.28,22.69,6.68,18.93,21.64
海鸥住工,45.54,10.92,29.9,7.35,13.61,21.87,8.43,13.14
上海贝岭,3.27,18.42,9.46,16.82,20.34,6.2,17.41,19.71
吉艾科技,19.14,4.51,22.34,3.52,5.55,17.74,3.68,5.27
登海种业,44.49,19.33,29.55,13.23,24.32,16.89,15.56,21.88
三人行,7.36,231.61,21.06,179.72,275.63,16.23,190.73,264.62
丸美股份,2.34,77.19,12.44,67.85,87.13,6.91,73.61,84.55
迪威尔,3,30.24,20.68,26.06,39.64,13.6,28.03,36.86
康华生物,12.63,549.4,22.33,457.63,720.7,13.02,469.86,610.58
富奥股份,47.18,6.56,29.42,4.69,8.61,21.9,5.25,8.19
铂科新材,4.05,72.94,11.83,63.94,81.08,6.35,68.01,77.23
澄天伟业,8.88,42.17,11.88,37.52,47.64,6.89,39.71,45.59
隆华科技,14.12,9.44,11.39,8.06,10.13,6.4,8.72,9.91
中源家居,9.31,25.74,18.07,24.7,35.6,15.64,25.05,34.34
宁夏建材,26.57,16.65,19.04,12.66,18.61,12.71,13.92,17.98
亚通股份,19.26,7.31,6.98,6.73,7.74,3.38,7.01,7.5
万东医疗,1.62,16.35,13.74,14.28,18.83,7.59,15.13,17.61
西部资源,16.31,4,10.55,3.71,4.59,7.59,3.8,4.42
ST步森,99.95,14.25,29.45,9.42,17.28,23.1,10.19,16.31
神马电力,5.54,26.39,12.12,22.29,28.43,7.12,24.21,27.92
三角轮胎,47.77,14.8,10.94,12.61,15.71,8.86,12.91,15.42
普路通,8.82,8.8,10.96,7.62,9.49,5.39,8.33,9.28
万邦达,51.37,7.62,19.36,6.06,8.97,12.82,6.63,8.58
长高集团,8.7,7.09,9.57,6.38,7.73,5.72,6.71,7.52
金博股份,32.15,102.76,9.02,93.62,112.18,4.02,99.16,107.47
鹏博士,8.27,9.26,11.25,8.04,10.08,6.11,8.62,9.74
吉贝尔,3.4,41.49,19.86,33.38,49.92,10.86,36.44,45.32
瑞达期货,2.78,30.23,10.89,28.36,35.29,5.96,28.83,32.48
红旗连锁,2.06,10.14,20.02,8.5,12.75,10.79,8.95,11.11
江苏有线,52.46,3.84,9.33,3.4,4.1,5.51,3.6,4.02
*ST飞乐,58.76,3.8,17.56,2.93,4.18,10.89,3.25,4.05
长信科技,10.4,11.91,7.18,10.75,12.41,4.63,11.18,12.27
福晶科技,4.02,15.1,9.3,13.85,16.69,4.85,14.47,15.95
金能科技,23.02,13.63,21.06,9.65,14.8,15.01,10.77,14.57
睿创微纳,31.13,81.28,21.84,60.68,94.59,14.18,67.55,89.87
方直科技,10.4,19.37,11.75,16.77,21.24,8.46,17.6,20.86
上海医药,49.27,21.14,16.19,17.77,24.63,12.79,18.38,23.77
杭齿前进,23.44,8.79,12.03,7.78,9.91,8.58,8.15,9.68
南洋股份,49.02,24.52,13.6,22.05,29,8.26,22.99,27.13
华新水泥,37.73,26.21,11.06,22.53,28.14,7.98,23.62,27.71
冰山冷热,39.42,4.02,12.13,3.37,4.3,8.88,3.54,4.23
今世缘,84.81,42.94,30.85,27.88,52.75,21.2,32.03,49.26
美迪西,59.62,152.58,12.82,132.03,170.85,9.98,137.36,167.8
银轮股份,22.24,13.89,21.98,9.74,15.23,11.42,11.89,14.96
蓝色光标,12.18,7.86,10.07,7.1,8.7,6.46,7.34,8.35
三五互联,9.86,8.3,15.13,7.12,9.65,10.93,7.42,9.24
百联股份,16.13,18,36.6,11.6,24.98,16.17,15.09,20.91
迪普科技,5.27,45.69,14.61,40.21,53.97,8.07,43.16,50.74
永创智能,47.18,10.13,23.11,7.28,11.66,16.78,8.12,11.39
金山股份,42.36,2.84,16.49,2.38,3.33,9.57,2.52,3.05
雪龙集团,15.81,30.93,8.32,27.89,32.96,6.47,28.46,32.4
永和智控,54.05,15.12,11.21,13.31,16.68,6.73,13.93,15.94
京华激光,6.54,16.29,7.96,15.08,17.69,3.7,15.8,17.01
美诺华,7.5,48.11,11.1,41.8,52.24,7.37,44.23,51.27
司尔特,75.57,6.29,19.1,4.9,7.22,14.21,5.29,7.04
山河智能,83.02,8.02,17.91,6.12,8.8,12.49,6.65,8.55
特宝生物,3.3,58.77,19.15,50.25,74.04,12.06,53.09,67.65
城地股份,33.17,27.81,23.48,20.42,32.95,18.8,21.28,31.13
联创电子,7.02,12.29,10.06,11.29,13.82,4.41,11.6,12.67
*ST安通,99.96,4.95,18.5,3.77,5.49,12.34,4.18,5.36
烽火通信,1.58,29,15.11,25.28,34.29,9.62,26.97,32.71
紫光国微,12.27,126.23,30.5,79.63,149.53,10,114.95,140.51
凌云股份,54.63,9.67,18.44,7.3,10.61,12.97,7.93,10.29
凯莱英,83.3,227.33,20.48,176.53,267.48,9.54,201.93,244.54
佳隆股份,56.25,2.85,6.99,2.66,3.06,4.71,2.73,3
洋河股份,80.69,129.82,26.31,83.37,142.89,18.24,95.46,138.05
四通新材,8.93,17.71,9.62,15.61,18.93,5.88,16.44,18.49
深天马Ａ,22.59,16.33,13.77,13.6,17.95,8.96,14.45,17.3
仁东控股,99.35,39.41,32.4,27.14,53.16,25.75,29.89,50.62
圣达生物,4.31,32.68,12.44,27.66,35.51,5.24,30.93,34.35
奇信股份,85.77,15.28,21.81,13.9,21.65,18.44,14.21,20.64
展鹏科技,8.63,11.81,17.28,9.05,12.83,9.17,10.35,12.44
昊华科技,24.79,22.16,15.08,17.99,24.38,9.42,19.4,23.43
*ST节能,33.31,1.17,14.29,0.96,1.28,4.72,1.11,1.22
恒星科技,68.57,2.81,8.1,2.61,3.07,5.65,2.67,2.99
鲁西化工,18.81,10.49,21.52,7.49,11.6,11.14,9.03,11.29
五矿稀土,13.85,14.89,13.98,12.42,16.45,9.53,13.28,16.08
深 赛 格,4.57,9.84,22.02,7.52,11.77,16.53,8.01,11.18
珠江啤酒,44.65,10.07,32.48,6.5,12.75,20.99,7.81,11.97
奇安信-U,21.35,108.38,13.48,99.89,131.02,9.38,103.35,124.73
华立股份,38.95,11.6,14.83,9.42,12.71,11.72,9.82,12.43
国联股份,21.79,84.9,12.31,76.05,97.4,6.83,79.1,90.69
新宙邦,21.11,56.65,22.3,39.6,62.33,14.97,45.04,60.91
海螺型材,71.5,6.17,16.05,4.85,6.7,10.89,5.23,6.51
富邦股份,31.26,10.26,14.37,8.53,11.39,8.33,9.16,10.82
汉鼎宇佑,24.51,7.46,15.47,6.38,8.71,11.18,6.78,8.49
江苏舜天,22.87,6.17,10.31,5.38,6.62,7.13,5.56,6.41
*ST敦种,30.18,4.2,14.14,3.58,4.76,8.1,3.97,4.67
兴源环境,43.18,4.19,19.9,3.42,5.12,14.89,3.62,4.88
海特生物,2.6,60.66,14.08,50.41,66.93,8.99,55.01,65.89
东方盛虹,97.26,5.78,13.93,4.81,6.37,9.38,5.19,6.26
东岳硅材,36.42,12.61,11.37,11.25,14.13,7.62,11.74,13.68
宁波华翔,51.61,17.46,8.7,15.91,18.94,4.17,16.63,18.08
恒信东方,10.11,9.43,10.75,8.64,10.72,8,8.84,10.38
浙富控股,41.42,5.37,19.55,3.84,5.7,10.29,4.59,5.64
水星家纺,30.25,16.05,14.05,12.97,17.22,8.92,14.1,16.87
共进股份,15.32,13.43,9.95,11.68,14.26,6.55,12.27,13.99
科华恒盛,69.79,30.54,23.12,21.32,34.14,14.12,25.13,33.4
东南网架,8.2,8.41,12.71,7.51,9.69,7.44,7.84,9.1
百奥泰-U,3.05,56.19,20.1,45.86,68.94,11.26,48.5,60.81
惠泉啤酒,20.41,7.27,8.64,6.66,7.92,4.91,6.97,7.68
塔牌集团,43.97,15.19,14.75,12.21,16.43,10.31,13.13,16.15
阳普医疗,5.57,13.95,11.36,12.34,15.5,5.57,13.17,14.72
星云股份,29.14,31.39,27.71,21.25,37.55,12.84,27.05,35.01
得邦照明,64.37,11.29,24,8.81,14.37,21.38,9.13,14.1
华友钴业,10.54,42.34,13.5,35.35,46.38,7.75,38.44,44.9
南方传媒,5.88,9.3,5.54,8.8,9.83,3.78,8.98,9.69
赢合科技,8.81,33.6,15.4,28.3,38.6,10.86,30.13,37.48
恒铭达,4.03,61.11,13.21,51.84,67.61,6.58,57.36,65.44
辰欣药业,4.25,16.84,9.07,15.4,18.47,6.06,15.88,17.93
镇海股份,41.25,10.14,6.67,9.47,10.82,5.11,9.66,10.7
陕鼓动力,41.09,6.69,14.16,5.52,7.34,10.4,5.83,7.19
怡 亚 通,27.44,5.77,17.25,4.58,6.49,10.45,5.01,6.18
顺丰控股,72.62,66.11,29.47,45.63,83.76,25.77,47.2,79.98
天山股份,22.5,21.53,21.92,15.24,23.79,8.96,18.85,22.56
博济医药,15.25,13.84,20.79,12.74,19.43,12.2,13.02,16.64
中国医药,15.73,15.77,10.06,13.98,17.11,5.59,14.75,16.49
美联新材,27.41,10.73,12.05,9.3,11.85,7.5,9.76,11.34
精华制药,14.54,5.73,11.63,5.13,6.48,7.1,5.36,6.17
鞍重股份,40.66,8.06,18.84,6.19,9.07,16.45,6.35,8.84
瑞松科技,2.2,60.82,14.51,53.48,71.64,6.9,57.34,65.84
风语筑,48.16,20.88,11.01,18.17,22.66,7.94,19.03,22.31
特一药业,2.65,15.07,6.51,14.04,16,4.47,14.34,15.68
新开源,53.6,17.26,12.58,14.34,18.47,9.34,15.06,18.16
爱尔眼科,86.13,44.65,28.32,29.2,52.28,18.51,34.02,49.47
中文在线,4.7,8.67,13.26,7.24,9.45,8.45,7.79,9.23
晨光生物,30.18,15.73,23.73,10.62,17.22,16.97,12.04,16.96
荣晟环保,57.91,13.05,11.65,11.35,14.34,9.61,11.62,14.09
淮北矿业,91.32,9.46,14.57,7.72,10.36,11.6,8.01,10.12
苏交科,30.7,8.81,11.87,7.57,9.61,6.59,8.13,9.28
道恩股份,5.89,31.31,13.23,28.42,37.09,7.7,29.43,34.35
畅联股份,22.99,9.61,10.65,8.42,10.43,6.47,8.84,10.07
蓝帆医疗,6.96,29.42,18.21,24.06,34.78,12.59,25.16,32.41
惠威科技,2.24,21.89,11.29,20.32,25.49,7.56,21.2,24.67
多喜爱,11.93,9.85,9.39,8.82,10.65,4.77,9.23,10.16
万向钱潮,34.31,5.75,13.02,4.89,6.35,10.27,5.01,6.16
华钰矿业,8.13,13.43,19.75,11.12,16.6,12.01,12.13,15.44
*ST飞马,94.18,1.88,44.7,0.94,2.45,38.58,0.98,2.2
国联水产,26.13,5.31,20.54,3.91,5.93,14.11,4.37,5.8
铁岭新城,86.46,2.32,9.29,2.1,2.53,5.88,2.16,2.43
广弘控股,28,8.45,16.47,6.79,9.47,12.47,7.07,9.09
华星创业,30.12,5.93,16.17,4.99,6.91,12.22,5.29,6.77
中路股份,3.23,12.2,14.1,10.65,14.15,7.22,11.48,13.27
京基智农,95.45,26.6,29.12,22.43,40.87,25.95,23.56,40.06
富瀚微,42.02,138.87,27.72,99.15,175.22,19.96,110.14,165.07
广和通,10.43,67.2,17.11,56.41,79.69,11.77,59.44,75.3
京能置业,11.41,4.96,22.45,3.61,5.69,9.43,4.48,5.41
佛塑科技,16.31,5.32,9.94,4.65,5.68,6.42,4.9,5.57
保利联合,48.82,7.43,15.95,6.16,8.5,10.85,6.58,8.18
长盛轴承,11.98,19.39,7.96,17.55,20.58,5.76,18.05,20.26
北特科技,11.27,6.77,10.15,5.99,7.34,6.13,6.34,7.17
四维图新,5.91,18.39,14.52,15.36,20.58,10.35,16.03,19.73
联明股份,34.24,11.49,11.1,9.87,12.33,7.78,10.29,12.02
*ST北能,99,13.04,14.99,11.25,15.22,10.11,12.11,14.84
卓越新能,11.99,62.21,17.82,50.13,71.88,13.24,53.45,69.76
丽珠集团,25.86,51.21,19.27,39.04,57.69,12.73,42.38,54.74
宜通世纪,21.01,6.78,14.39,5.94,7.94,11.22,6.14,7.69
盛讯达,33.63,30.11,10.33,27.25,33.53,7.18,28.05,32.39
纳思达,14.08,34.91,15.55,28.66,39.21,11.36,30.51,38.33
上工申贝,37.08,7.05,7.33,6.45,7.47,5.58,6.6,7.38
*ST新亿,81.29,1.74,23.05,1.27,2.03,14.54,1.42,1.91
海欣食品,15.63,10.77,13.79,8.99,11.86,11.23,9.3,11.66
亚钾国际,35.07,9.56,27.18,6.09,10.64,15.84,7.38,10.16
中信特钢,42.84,17.86,13.67,14.94,19.67,10.28,15.58,19.16
中迪投资,4.22,5.96,8.14,5.64,6.64,5,5.75,6.35
蓝晓科技,83.43,41.05,30.43,27.89,52.3,15.58,36.81,50.39
湖南发展,31.3,7.18,20.17,5.88,8.85,14.17,6.43,8.55
中设集团,50.17,13.13,20.45,10.12,15.32,14.09,10.85,14.41
澜起科技,1.75,93.37,18.06,80.6,116.14,14.3,84.74,113.03
亿嘉和,15.25,96.5,22.05,73.91,115.74,13.21,85.2,111.14
华宝股份,6.89,54.78,16.19,47.28,65.54,8.78,50.86,60.65
三达膜,2.57,21.96,8.41,20.57,24.34,4.63,21.16,23.22
北信源,9.88,8.31,11.74,7.39,9.35,8.41,7.69,9.11
启迪古汉,12.75,10.73,12.98,9.79,12.71,6.07,10.12,11.43
华域汽车,99.62,21.62,15.02,18.9,25.57,11.13,19.67,24.6
金陵体育,32.44,35.64,20.1,26.15,39.31,11.7,30.42,38.48
老白干酒,8.2,12.99,10.94,11.86,14.78,5.1,12.37,13.7
旷达科技,51.23,3.79,16.73,2.94,4.12,11.73,3.18,4.03
*ST友谊,76.43,3.61,20.55,2.59,3.93,15.34,2.83,3.86
艾德生物,41.65,76.74,22.7,54.03,85.76,14.61,61.81,82.96
凯发电气,43.11,8.96,11.83,8,10.15,8.39,8.37,9.9
威孚高科,61.04,22.96,14.28,18.92,25.23,9.06,20.57,24.68
克明面业,4.4,24.04,9.26,21.57,25.98,5.73,22.46,25.19
鲁抗医药,3.89,9.86,9.1,8.93,10.71,7.15,9.15,10.56
科华控股,13.38,15.86,10.73,14.87,18.45,6.96,15.23,17.51
泛微网络,82.3,80.81,29.57,56.49,103.91,23.47,60.13,97.02
齐翔腾达,99.95,7.93,22.28,5.81,9.14,17.86,6.14,8.81
恒丰纸业,77.3,8.06,18.33,6.44,9.33,16.12,6.6,9.14
杭州园林,56.73,18.81,9.61,17.13,20.77,6.96,17.66,20.31
轴研科技,2.35,10.04,16.12,8.79,12.17,8.62,9.29,11.04
中科创达,20.95,91.59,26.48,60.07,103.36,10.64,79.4,98.31
新大正,8.02,62.56,11.76,56.24,71.24,8.05,58.61,68.87
中船汉光,87.05,31.19,6.86,29.49,33.84,3.63,30.06,32.32
大连电瓷,4.94,8.49,7.93,7.63,8.95,4.65,8.01,8.8
开开实业,28.01,8.52,12.87,7.3,9.46,8.14,7.87,9.26
全志科技,3.64,38.58,12.98,34.2,44.41,5.93,36.97,41.64
普洛药业,71.9,23.83,22.57,17.65,27.95,18.72,18.23,26.63
贵州茅台,89.58,1610.33,24.84,1066.15,1770.72,17.94,1192.17,1713.44
特发信息,8.55,12.25,17.86,9.79,14.05,12.57,10.53,13.56
北方国际,27.78,8.06,8.51,7.27,8.62,6.51,7.42,8.45
南亚新材,5,38.68,21.24,34.99,53.86,11.39,36.29,45.62
赛托生物,36.52,29.24,8.2,26.48,31.21,4.29,28.01,30.52
三棵树,71.81,101.87,44.18,62.67,161.88,34.18,76.27,155.48
联建光电,31.12,5.83,28.17,4.26,7.61,20.49,4.76,7.22
华峰超纤,38.87,7.97,16.19,7.11,9.86,10.07,7.28,8.91
中源协和,26.59,29.56,23.29,20.77,33.38,11.26,25.98,32.57
南都物业,4.24,26.64,10.82,23.76,29.52,5.06,25.04,27.71
神州细胞-U,2.68,71.09,26.41,52.45,90.1,16.89,57.57,80.96
华东电脑,21.49,27.83,15.42,22.63,30.89,11.14,23.71,29.65
恒实科技,26.49,14.04,7.88,12.97,15.19,5.98,13.27,14.96
广东鸿图,16.46,7.37,9.18,6.95,8.36,5.67,7.06,7.91
云图控股,36.91,7.27,16.31,5.73,7.97,12.21,6.05,7.73
奥飞数据,3.16,49.24,16.92,42.69,60.09,8.52,46.08,54.66
博通集成,1.39,78.34,11.93,71.18,90.46,7.61,73.56,85.69
红塔证券,1.44,21.88,14.5,18.93,25.35,7.69,20.44,23.85
大东方,59.99,4.44,13.75,3.61,4.76,8.01,3.94,4.63
文投控股,61.18,3.12,14.42,2.64,3.53,10,2.79,3.41
科博达,27.77,75.33,18.49,55.5,80.69,6.74,68.63,78.55
盈峰环境,35.57,8.82,24.9,6.04,10.04,11.81,7.66,9.71
威尔药业,7.45,30.43,15.9,26.43,36.43,11.62,27.73,35.02
应流股份,68.6,25.25,34.99,14.52,30.15,24.48,17.17,28.3
南华期货,3.04,24.16,11.55,21.13,26.65,7.66,22.02,25.68
灵康药业,13.82,8.75,17.13,7.4,10.46,12.34,7.82,10.03
*ST海陆,70.9,3.95,29.35,2.76,5.06,18.08,3.38,4.88
博迈科,31.01,19.46,15.8,15.13,20.8,12.42,15.97,20.5
司太立,72.84,75.89,31.04,47.95,91.1,9.06,70.14,84.11
吴通控股,13.09,5.77,10.09,5.14,6.29,8.12,5.23,6.16
皇马科技,82.89,23.96,26.51,17.07,29.39,12.06,20.7,26.37
朗姿股份,14.83,10.36,7.43,9.51,11.04,4.93,9.81,10.82
基蛋生物,15.32,39.74,16.6,31.47,44,7.53,35.85,41.69
华特气体,18.53,75.07,16.31,68.9,95.76,12.3,70.66,90.48
*ST蓝丰,18.06,4.2,19.36,3.6,5.33,13.6,3.86,5.08
供销大集,5.72,3.87,22.47,3.25,5.13,15.65,3.33,4.57
汇金股份,15.69,21.28,16.26,17.14,23.79,11.28,18.27,22.91
诺力股份,8.2,21.97,16.85,17.44,24.51,8.25,20.18,23.81
泰晶科技,1.34,23.33,8.4,21.51,25.45,4.69,22.18,24.36
海能达,9.85,8.96,13.35,7.47,9.77,7.57,8.12,9.45
长源东谷,7.26,27.71,10.44,24.16,29.8,7.35,24.73,28.66
瑞玛工业,4.04,35.38,7.8,32.52,38.02,4.37,33.89,36.99
赛特新材,2.98,59.5,11.51,52.74,66.47,6.11,56.52,63.88
万德斯,4.05,41.83,8.9,38.56,46.09,4.62,40.29,44.19
普利制药,25.58,46.59,10.45,41.32,50.96,6.84,42.78,49.06
万业企业,14.61,21.96,18.69,17.29,25.25,12.08,19.2,24.47
新疆交建,13.6,18.31,6.84,16.9,19.39,5.17,17.18,19.06
新华百货,27.24,16.24,12.79,14.14,18.29,9.43,14.59,17.63
四方精创,4.27,26.2,9.41,23.39,28.25,4.4,24.76,27.04
中顺洁柔,28.53,24.28,22.13,16.77,26.31,14.83,19.14,25.8
鱼跃医疗,4.68,36.21,9.25,32.51,39.14,5.01,34.12,37.72
亚普股份,3.36,16.12,6.61,14.77,16.86,3.59,15.43,16.57
得润电子,36.42,17.71,15.62,14.53,19.91,7.91,16.46,19.29
启迪设计,56.27,15.69,10.39,13.78,16.97,7.42,14.39,16.69
国光连锁,9.78,13.41,9.91,11.86,14.47,7.48,12.1,14.06
英搏尔,2.13,35.83,6.23,33.59,38.06,3.36,34.68,37.09
保变电气,1.07,5.54,9.99,4.94,6.04,6.42,5.15,5.85
蓝黛传动,21.69,4.96,13.75,4.21,5.55,9.75,4.41,5.37
天津普林,2.52,10.32,11.11,9.68,12.1,7.44,9.96,11.56
中船防务,10.22,34.84,39.31,17.9,41.09,13.7,29.49,38.86
深冷股份,60.6,17.7,24.2,12.76,20.91,14.32,15.01,20.03
赛诺医疗,3.21,26.93,21.48,23.12,35.77,14.58,24.12,32.35
联得装备,10.74,33.73,9.72,30.19,36.69,7.08,31.34,36.12
天瑞仪器,38.48,6.2,10.62,5.44,6.73,6.56,5.82,6.63
鲁北化工,34.72,7.6,8.56,6.77,8.03,5.52,7.12,7.95
靖远煤电,80.61,2.52,14.34,2.15,2.87,10.84,2.22,2.76
乐山电力,30.04,5.53,9.56,4.97,6.02,6.25,5.13,5.81
福达股份,26.22,7.05,17.06,5.79,8.17,8.77,6.44,7.68
银都股份,20.06,11.1,6.84,10.5,12.04,4.08,10.7,11.61
大地熊,14.42,51.63,17.87,46.96,67.4,12.94,48.13,62.43
安迪苏,65.39,12.84,17.17,11.24,15.9,13.94,11.61,15.37
鲁信创投,27.86,16.51,17.48,13.47,19.18,12.95,14.07,18.25
好太太,18.62,14.81,9.21,13.59,16.35,5.2,14.04,15.58
博思软件,16.72,40.97,24.41,27.82,45.79,8.92,36.89,44.12
杭可科技,34.97,58.6,16.43,46.43,64.69,9.05,51.41,61.65
联创股份,22.95,3.93,24.52,3.1,5.11,19.86,3.25,4.86
瑞丰光电,5.52,8.77,11.47,7.44,9.36,6.52,8.03,9.15
三雄极光,47.93,17.06,17.7,14.17,20.27,11.79,15.56,19.72
汇川技术,67.3,50.6,34.61,27.75,57.13,24.09,34.03,55.62
祥龙电业,47.75,6.13,12.46,5.12,6.58,8.32,5.47,6.46
广宇发展,30.29,7.66,14.35,6.35,8.47,7.16,7.14,8.24
爱仕达,52.45,8.75,10.28,7.77,9.56,7.23,8.11,9.37
省广集团,5.35,8.56,20.41,6.74,10.19,13.53,7.14,9.38
广生堂,37.18,34.79,10.88,30.28,37.67,7.71,31.62,36.9
安德利,4.36,33.15,11.59,29.35,37.04,8.42,30.56,36.18
拓斯达,19.11,46.62,10.54,40.79,50.39,6.92,42.67,49.02
亚联发展,6.04,6.81,9.53,6.08,7.37,5.95,6.35,7.15
春秋航空,95.71,38.99,18.55,32.73,47.63,13.08,34.11,44.38
诚志股份,22.96,15.7,19.96,11.92,17.87,15.05,12.7,17.2
合肥百货,12.67,6.34,19.79,4.7,7.02,10.61,5.53,6.85
福光股份,1.41,41.15,11.01,36.68,45.76,7.65,37.94,44.22
嘉事堂,45.4,15.31,11.27,13.4,16.81,8.8,13.75,16.41
浙江广厦,10.94,3.67,11.95,3.28,4.17,6.99,3.46,3.98
金信诺,16.33,11.13,12.24,9.42,12.05,7.64,10.19,11.88
七一二,50.28,44.31,32.59,28.04,55.15,27.9,30.16,53.5
襄阳轴承,30.79,5.57,7.05,5.21,6,3.99,5.35,5.8
华策影视,34.82,8.47,11.57,7.33,9.24,8.51,7.67,9.1
东阿阿胶,79.88,36.36,25.53,27.43,46.24,14.99,32.53,44.01
奥维通信,11.1,7.16,7.86,6.68,7.82,4.67,6.94,7.62
梅轮电梯,5.59,7.92,12.04,7.55,9.62,8.49,7.78,9.22
御银股份,8.02,6.24,12.62,5.42,6.98,8.59,5.71,6.78
步长制药,35.93,26.79,20.44,19.8,29.97,14.54,21.61,28.97
和佳医疗,25.57,8.03,13.54,6.65,8.73,7.7,7.37,8.6
农尚环境,91.34,15.88,37.75,7.84,17.35,23.54,10.55,17.04
雅运股份,28.03,14.03,5.3,13.5,15.01,3.33,13.63,14.57
鲍斯股份,12.86,10.17,16.79,9.26,13,13.08,9.74,12.67
三角防务,20.06,32.76,15.84,26.32,36.22,8.1,29.78,35.03
长鹰信质,15.57,18.41,23.35,13.5,21.73,13.77,15.85,20.9
